Subscriber,ผู้สมัครสมาชิก
Subscribed,สมัครเป็นสมาชิก
Subscribe,สมัครสมาชิก
Subject,เรื่อง
Store View,มุมมองร้านค้า
Store,ร้านค้า
Status,สถานะ
Start,เริ่ม
"Sorry, but the administrator denied subscription for guests. Please <a href=""%1"">register</a>.","ขออภัยผู้ดูแลระบบปฏิเสธการสมัครสำหรับผู้เยี่ยมชม โปรด <a href=""%1""> ลงทะเบียน </a>"
Something went wrong with the subscription.,เกิดข้อผิดพลาดกับการสมัครรับข้อมูล
Something went wrong while unsubscribing you.,เกิดข้อผิดพลาดขณะยกเลิกการสมัคร
Something went wrong while saving your subscription.,เกิดข้อผิดพลาดขณะบันทึกการสมัครรับข้อมูลของคุณ
Something went wrong while saving this template.,เกิดข้อผิดพลาดขณะบันทึกเทมเพลตนี้
Sign Up for Our Newsletter:,กรอกอีเมล์เพื่อสมัครรับข่าวสาร:
Sent,ส่งแล้ว
Sending,กำลังส่ง
Sender Name,ชื่อผู้ส่ง
Sender Email,อีเมลผู้ส่ง
Sender,ผู้ส่ง
Save Template,บันทึกเทมเพลต
Save Newsletter,บันทึกจดหมายข่าว
Save As,บันทึกเป็น
Save and Resume,บันทึกและทำต่อ
Return HTML Version,Html กลับไปยัง Html
Resume,เริ่่มต้นใหม่
Reset,รีเซ็ต
Recipients,ผู้รับ
Queue Subject,หัวข้อที่คิว
Queue Start Date,วันที่เริ่มต้นของคิว
Queue Start,เริ่มคิว
Queue Newsletter,คิวจดหมายข่าว
Queue Information,ข้อมูลการคิว
Queue End,จุดสิ้นสุดของคิว
Queue Date Start,วันที่เริ่มคิว
Processed,ดำเนินการแล้ว
Preview Template,แสดงตัวอยางเทมเพลต
